anio_desde,anio_hasta,seccion,lugar_o_pais,detalle,fuente
1987,1987,1980s,Golfo Pérsico,"Operación Nimble Archer . Ataques a dos plataformas petroleras iraníes en el Golfo Pérsico por fuerzas de la Armada de los Estados Unidos el 19 de octubre. El ataque fue una respuesta al ataque de Irán el 16 de octubre de 1987 contra el MV Sea Isle City , un petrolero kuwaití con nuevo pabellón anclado frente a Kuwait , con un misil gusano de seda.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1987,1988,1980s,Golfo Pérsico,"Operación Earnest Will . Después de que la guerra entre Irán e Irak (la fase de la Guerra de los Tanques) resultó en varios incidentes militares en el Golfo Pérsico, Estados Unidos aumentó las operaciones de las fuerzas militares conjuntas en el Golfo Pérsico y adoptó una política de cambio de pabellón y escolta de petroleros kuwaitíes a través del Golfo Pérsico para protegerlos de los ataques iraquíes e iraníes. El presidente Reagan informó que barcos estadounidenses habían sido disparados o impactados contra minas o habían emprendido otras acciones militares el 21 de septiembre ( Irán Ajr ), el 8 y 19 de octubre de 1987, y el 18 de abril ( Operación Praying Mantis ), el 3 y el 14 de julio de 1988. Estados Unidos redujo gradualmente sus fuerzas después de un alto el fuego entre Irán e Irak el 20 de agosto de 1988. [ 222 ] ​ Fue la operación de convoyes navales más grande desde la Segunda Guerra Mundial. [ 223 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1987,1988,1980s,Golfo Pérsico,La Operación Prime Chance fue una operación del Comando de Operaciones Especiales de los Estados Unidos destinada a proteger los petroleros con bandera estadounidense del ataque iraní durante la guerra entre Irán e Irak. La operación tuvo lugar aproximadamente al mismo tiempo que la Operación Earnest Will.,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1988,1988,1980s,Golfo Pérsico,La Operación Praying Mantis fue la acción del 18 de abril de 1988 emprendida por las fuerzas navales estadounidenses en represalia por la minería iraní del Golfo Pérsico y el daño posterior a un buque de guerra estadounidense.,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1988,1988,1980s,Honduras,"La Operación Faisán Dorado fue un despliegue de emergencia de tropas estadounidenses en Honduras en 1988, como resultado de acciones amenazantes por parte de las fuerzas de los (entonces socialistas) nicaragüenses.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1988,1988,1980s,,Derribo del vuelo 655 de Iran Air por el USS Vincennes .,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1988,1988,1980s,Panamá,"A mediados de marzo y abril de 1988, durante un período de inestabilidad en Panamá y cuando Estados Unidos aumentó la presión sobre el jefe de Estado panameño, general Manuel Noriega , para que renunciara, Estados Unidos envió 1000 tropas a Panamá, para ""salvaguardar aún más ""El canal, las vidas, propiedades e intereses estadounidenses en el área"". Las fuerzas complementaron a 10.000 militares estadounidenses que ya se encontraban en la Zona del Canal de Panamá . [ 224 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1989,1980s,Libia,"Segundo incidente en el golfo de Sidra . El 4 de enero de 1989, dos aviones F-14 de la Marina de los EE. UU. con base en el USS John F. Kennedy derribaron dos aviones de combate libios sobre el Mar Mediterráneo , a unas 70 millas al norte de Libia. Los pilotos estadounidenses dijeron que los aviones libios habían demostrado intenciones hostiles. [ 225 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1989,1980s,Panamá,"El 11 de mayo de 1989, en respuesta al desprecio del general Noriega por los resultados de las elecciones panameñas , el presidente Bush ordenó una fuerza del tamaño de una brigada de aproximadamente 1.900 soldados para aumentar las aproximadamente 1000 fuerzas estadounidenses que ya se encontraban en el área. [ 226 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1989,1980s,"Colombia, Bolivia y Perú","Iniciativa Andina en la Guerra contra las drogas . El 15 de septiembre de 1989, el presidente Bush anunció que se enviaría asistencia militar y policial para ayudar a las naciones andinas de Colombia, Bolivia y Perú a combatir a los productores de drogas ilícitas. y traficantes. A mediados de septiembre había entre 50 y 100 asesores militares estadounidenses en Colombia en relación con el transporte y el entrenamiento en el uso de equipo militar, además de siete equipos de Fuerzas Especiales de 2 a 12 personas para entrenar tropas en los tres países. [ 227 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1989,1980s,Filipinas,"Operación Classic Resolve . El 2 de diciembre de 1989, el presidente Bush informó que el 1 de diciembre, combatientes de la Fuerza Aérea de la Base Aérea de Clark en Luzón habían ayudado al gobierno de Aquino a repeler un intento de golpe . Además, se enviaron 100 marines desde la base naval estadounidense de la bahía de Súbic para proteger la embajada de Estados Unidos en Manila . [ 228 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1990,1980s,Panamá,"Invasión estadounidense de Panamá y Operación Causa Justa . El 21 de diciembre de 1989, el presidente Bush informó que había ordenado el envío de fuerzas militares estadounidenses a Panamá para proteger las vidas de los ciudadanos estadounidenses y llevar al general Noriega ante la justicia. El 13 de febrero de 1990, todas las fuerzas invasoras habían sido retiradas. [ 229 ] ​ Se informó que alrededor de 200 civiles panameños murieron. El jefe de Estado panameño, general Manuel Noriega, fue capturado y llevado a Estados Unidos.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1989,1990,1980s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1990,1990,1990s,Liberia,"El 6 de agosto de 1990, el presidente Bush informó que se había enviado una compañía de fusileros reforzados para proporcionar seguridad adicional a la embajada de Estados Unidos en Monrovia , y que equipos de helicópteros habían evacuado a ciudadanos estadounidenses de Liberia. [ 230 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1990,1990,1990s,Arabia Saudita,"El 9 de agosto de 1990, el presidente Bush informó que lanzó la Operación Escudo del Desierto ordenando el despliegue avanzado de elementos sustanciales de las fuerzas armadas estadounidenses en la región del Golfo Pérsico para ayudar a defender Arabia Saudita después de la invasión de Kuwait el 2 de agosto. por Irak. El 16 de noviembre de 1990, informó sobre la continua acumulación de fuerzas para garantizar una opción militar ofensiva adecuada. [ 231 ] ​ Rehenes estadounidenses retenidos en Irán. [ 232 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1991,1991,1990s,Irak,"Operación Tormenta del Desierto , la ofensiva aliada aire-tierra del 17 de enero de 1991 al 11 de abril de 1991. [ 233 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1991,1991,1990s,Irak,"Operación Sable del Desierto , ofensiva terrestre aliada del 24 al 27 de febrero de 1991. [ 233 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1991,1996,1990s,Irak,"Operación Proporcionar Confort , Entrega de ayuda humanitaria y protección militar a los kurdos que huyeron de sus hogares en el norte de Irak durante el levantamiento de 1991 , por parte de una pequeña fuerza terrestre aliada con base en Turquía que comenzó en abril de 1991.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1991,1991,1990s,Irak,"El 17 de mayo de 1991, el presidente Bush declaró que la represión iraquí del pueblo kurdo había requerido una introducción limitada de fuerzas estadounidenses en el norte de Irak con fines de ayuda de emergencia. [ 234 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1991,1991,1990s,Zaire,"Del 25 al 27 de septiembre de 1991, después de que estallaron saqueos y disturbios generalizados en Kinshasa , los C-141 de la Fuerza Aérea transportaron 100 tropas y equipos belgas a Kinshasa. Los aviones estadounidenses también transportaron a 300 soldados franceses a la República Centroafricana y transportaron a ciudadanos estadounidenses evacuados. [ 235 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1992,1992,1990s,Sierra Leona,"Operación Silver Anvil , Tras el golpe de Estado del 29 de abril que derrocó al presidente Joseph Saidu Momoh , una Fuerza de Tarea de Operaciones Especiales Conjuntas del Comando Europeo de los Estados Unidos (USEUCOM) evacuó a 438 personas (incluidos 42 nacionales de terceros países) el 3 de mayo. Los C-141 del Comando de Movilidad (AMC) transportaron a 136 personas desde Freetown , Sierra Leona, a la base aérea Rhein-Main en Alemania y nueve salidas de C-130 transportaron a otras 302 personas a Dakar , Senegal . [ 236 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1992,1996,1990s,Bosnia y Herzegovina,"Operación Provide Promise fue una operación de ayuda humanitaria en Bosnia y Herzegovina durante las guerras yugoslavas , del 2 de julio de 1992 al 9 de enero de 1996, lo que la convirtió en el puente aéreo humanitario de mayor duración de la historia. [ 237 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1992,1992,1990s,Kuwait,"El 3 de agosto de 1992, Estados Unidos inició una serie de ejercicios militares en Kuwait, tras la negativa iraquí a reconocer una nueva frontera trazada por las Naciones Unidas y a cooperar con los equipos de inspección de la ONU. [ 238 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1992,2003,1990s,Irak,"conflicto de zonas de exclusión aérea iraquíes . Estados Unidos, el Reino Unido y sus aliados de la guerra del Golfo declararon y aplicaron "" zonas de exclusión aérea "" en la mayor parte del espacio aéreo iraquí soberano, prohibiendo los vuelos iraquíes en zonas del sur de Irak y el norte de Irak, realizando reconocimientos aéreos y varios ataques específicos contra los sistemas de defensa aérea iraquíes como parte del mandato de la ONU. A menudo, las fuerzas iraquíes continuaron durante una década disparando contra aviones estadounidenses y británicos que patrullaban zonas de exclusión aérea. ( véase también Operación Northern Watch , Operación Southern Watch ) [ 239 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1993,1995,1990s,Bosnia,"Operación Deny Flight . El 12 de abril de 1993, en respuesta a la aprobación de la Resolución 816 del Consejo de Seguridad de las Naciones Unidas , Estados Unidos y la OTAN impusieron la zona de exclusión aérea sobre el espacio aéreo bosnio, prohibieron todos los vuelos no autorizados y permitieron ""tomar todas las medidas necesarias para garantizar el cumplimiento de [las restricciones de la zona de exclusión aérea]"".",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1993,1993,1990s,Somalia,"Batalla de Mogadiscio , o Primera Batalla de Mogadiscio, resultado de la Operación Gothic Serpent . Del 3 al 4 de octubre de 1993, el Task Force Ranger, formado en gran parte por el 75.º Regimiento de Rangers y la Fuerza Delta , entró en la zona urbana hostil de Mogadiscio para capturar a dos líderes de alto rango del Ejército Nacional Somalí . Dos Black Hawk estadounidenses UH-60 son derribados, 18 estadounidenses mueren en combate, otros 73 resultan heridos y 1 es capturado. Los acontecimientos de la batalla quedaron recogidos en el libro Black Hawk Down , que luego fue adaptado a una película del mismo nombre .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1993,1993,1990s,Macedonia,"El 9 de julio de 1993, el presidente Clinton informó del despliegue de 350 soldados estadounidenses en la República de Macedonia para participar en la Fuerza de Protección de la ONU para ayudar a mantener la estabilidad en el área de la ex Yugoslavia . [ 240 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1994,1994,1990s,Bosnia,"Incidente de Banja Luka , la OTAN se involucra en la primera situación de combate cuando aviones F-16 de la Fuerza Aérea de EE. UU . de la OTAN derribaron cuatro de los seis aviones de ataque ligero monoplaza J-21 Jastreb serbios de Bosnia por violar la zona de exclusión aérea ordenada por la ONU.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1994,1995,1990s,Haití,"Operación Defender la Democracia , los barcos estadounidenses habían iniciado el embargo contra Haití. Posteriormente se desplegaron hasta 20.000 tropas militares estadounidenses en Haití para restaurar al presidente haitiano democráticamente elegido, Jean-Bertrand Aristide , de un régimen militar que llegó al poder en 1991 después de un importante golpe de Estado . [ 241 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1994,1994,1990s,Macedonia,"El 19 de abril de 1994, el presidente Clinton informó que el contingente estadounidense en Macedonia se había incrementado con una compañía reforzada de 200 efectivos. [ 242 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1994,1994,1990s,Kuwait,"La Operación Vigilant Warrior comenzó en octubre de 1994, cuando las Divisiones de la Guardia Republicana Iraquí comenzaron a reposicionarse dentro de Irak al sur, cerca de la frontera con Kuwait . Las fuerzas estadounidenses respondieron con un movimiento de fuerzas hacia el Golfo, el mayor desde la Operación Escudo del Desierto. La operación terminó oficialmente el 22 de diciembre de 1994. Véase también [ 243 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1995,1995,1990s,Bosnia,"Operación Fuerza Deliberada . El 30 de agosto de 1995, aviones estadounidenses y de la OTAN comenzaron una importante campaña de bombardeos del ejército serbio de Bosnia en respuesta a un ataque de mortero de los serbios de Bosnia en un mercado de Sarajevo que mató a 37 personas el 28 de agosto de 1995. Este La operación duró hasta el 20 de septiembre de 1995. La campaña aérea junto con una fuerza terrestre aliada combinada del ejército musulmán y croata contra las posiciones serbias condujeron a un Acuerdo de Dayton en diciembre de 1995 con la firma de las facciones en conflicto de la guerra. Como parte de la Operación Joint Endeavor , Estados Unidos y la OTAN enviaron fuerzas de paz de la Fuerza de Implementación ( IFOR ) a Bosnia para defender el acuerdo de Dayton. [ 244 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1996,1996,1990s,"República Centroafricana, Operación Quick Response","El 23 de mayo de 1996, el presidente Clinton informó el despliegue de personal militar estadounidense en Bangui , República Centroafricana, para llevar a cabo la evacuación de ese país de ""ciudadanos estadounidenses privados y ciertos empleados del gobierno estadounidense"" y proporcionar ""seguridad mejorada para la embajada estadounidense en Bangui"". [ 245 ] ​ Elementos del Cuerpo de Marines de los Estados Unidos de la Fuerza de Tarea Conjunta de Respuesta Asegurada, que respondieron en la cercana Liberia, brindaron seguridad a la embajada y evacuaron a 448 personas, incluidos entre 190 y 208 estadounidenses. Los últimos marines abandonaron Bangui el 22 de junio.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1996,1996,1990s,Kuwait,"Operación Desert Strike , ataques aéreos estadounidenses en el norte para proteger a la población kurda frente a los ataques del ejército iraquí .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1996,1996,1990s,Bosnia,"Operación Joint Guard . El 21 de diciembre de 1996, Estados Unidos y la OTAN establecieron las fuerzas de paz de la SFOR para reemplazar a la IFOR en la aplicación de la paz según el acuerdo de Dayton.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1997,1997,1990s,Albania,"Operación Silver Wake . El 13 de marzo de 1997, se utilizaron fuerzas militares estadounidenses para evacuar a ciertos empleados del gobierno estadounidense y ciudadanos privados estadounidenses de Tirana , Albania. [ 246 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1997,1997,1990s,Congo y Gabón,"El 27 de marzo de 1997, el presidente Clinton informó el 25 de marzo de 1997 que se había desplegado una fuerza de evacuación de reserva compuesta por personal militar estadounidense en el Congo y Gabón para brindar mayor seguridad y estar disponibles para cualquier operación de evacuación necesaria. [ 247 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1997,1997,1990s,Sierra Leona,"El 29 y 30 de mayo de 1997, personal militar estadounidense fue desplegado en Freetown, Sierra Leona, para preparar y llevar a cabo la evacuación de ciertos empleados del gobierno estadounidense y ciudadanos privados estadounidenses. [ 248 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1997,1997,1990s,Camboya,"El 11 de julio de 1997, en un esfuerzo por garantizar la seguridad de los ciudadanos estadounidenses en Camboya durante un período de conflicto interno allí, se desplegó un grupo de trabajo de aproximadamente 550 militares estadounidenses en la base aérea de Utapao en Tailandia para posibles evacuaciones. [ 249 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1998,1998,1990s,Irak,"Operación Zorro del Desierto , las fuerzas estadounidenses y británicas llevan a cabo una importante campaña de bombardeos de cuatro días del 16 al 19 de diciembre de 1998 contra objetivos iraquíes. [ 250 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1998,1999,1990s,Kenia y Tanzania,"Se desplegó personal militar estadounidense en Nairobi , Kenia, para coordinar la asistencia médica y en casos de desastre relacionada con el bombardeo de las embajadas de Estados Unidos en Kenia y Tanzania . [ 251 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1998,1998,1990s,Afganistán y Sudán,"Operación Alcance Infinito . El 20 de agosto, el presidente Clinton ordenó un ataque con misiles de crucero contra dos campos de entrenamiento de presuntos terroristas en Afganistán y una presunta fábrica de productos químicos en Sudán. [ 252 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1998,1998,1990s,Liberia,"El 27 de septiembre de 1998, Estados Unidos desplegó una fuerza de reserva y respuesta de evacuación de 30 militares estadounidenses para aumentar la fuerza de seguridad en la Embajada de Estados Unidos en Monrovia. [ 253 ] ​ [ 254 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1999,2001,1990s,Timor Oriental,Un número limitado de fuerzas militares estadounidenses desplegadas con la Fuerza Internacional para Timor Oriental bajo mandato de las Naciones Unidas restablecen la paz en Timor Oriental. [ 255 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
1999,1999,1990s,Serbia,"Operación Fuerza Aliada : Aviones estadounidenses y de la OTAN iniciaron un importante bombardeo de Serbia y posiciones serbias en Kosovo el 24 de marzo de 1999, durante la guerra de Kosovo debido a la negativa del presidente serbio Slobodan Milošević de poner fin a la represión contra las personas de etnia albanesa en Kosovo . Esta operación terminó el 10 de junio de 1999, cuando Milošević acordó retirar sus tropas de Kosovo. En respuesta a la situación en Kosovo, la OTAN envió fuerzas de paz de la KFOR para asegurar la paz en virtud de la Resolución 1244 del Consejo de Seguridad de la ONU . [ 256 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2000,2000,2000s,Sierra Leona,"El 12 de mayo de 2000, una patrullera de la Marina de los EE. UU. se desplegó en Sierra Leona para apoyar las operaciones de evacuación de ese país si fuera necesario. [ 257 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2000,2000,2000s,Nigeria,Tropas de las Fuerzas Especiales son enviadas a Nigeria para liderar una misión de entrenamiento en el país. [ 258 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2000,2000,2000s,Yemen,"El 12 de octubre de 2000, después del ataque del USS Cole en el puerto de Adén , Yemen, se desplegó personal militar en Adén. [ 259 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2000,2000,2000s,Timor Oriental,"El 25 de febrero de 2000, un pequeño número de personal militar estadounidense fue desplegado para apoyar a la Administración de Transición de las Naciones Unidas en Timor Oriental (UNTAET). [ 260 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2001,2001,2000s,,"El 1 de abril de 2001, una colisión en el aire entre un avión de vigilancia de señales EP-3E ARIES II de la Armada de los Estados Unidos y un avión de combate interceptor J-8II de la Armada del Ejército Popular de Liberación (PLAN) resultó en una disputa internacional entre los Estados Unidos y la República Popular China calificó el incidente de la isla de Hainan .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2001,2021,2000s,Guerra en Afganistán,"La guerra contra el terrorismo comienza con la Operación Libertad Duradera . El 7 de octubre de 2001, las Fuerzas Armadas de Estados Unidos invaden Afganistán en respuesta a los ataques del 11 de septiembre y ""comienzan acciones de combate en Afganistán contra Al Qaeda y sus partidarios talibanes "". [ 261 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2002,2002,2000s,Yemen,"El 3 de noviembre de 2002, un MQ-1 Predator estadounidense disparó un misil Hellfire contra un automóvil en Yemen, matando a Qaed Salim Sinan al-Harethi , un líder de Al Qaeda que se cree que es responsable del atentado contra el USS Cole . [ 262 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2002,2002,2000s,Filipinas,"OEF-Filipinas . A partir de enero, se han desplegado ""fuerzas de apoyo de combate y equipadas con combate"" estadounidenses en Filipinas para entrenar, ayudar y asesorar a las Fuerzas Armadas de Filipinas en la mejora de sus ""capacidades antiterroristas"". [ 263 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2002,2002,2000s,Costa de Marfil,"El 25 de septiembre de 2002, en respuesta a una rebelión en Costa de Marfil, personal militar estadounidense fue a Costa de Marfil para ayudar en la evacuación de ciudadanos estadounidenses de Bouaké . [ 264 ] ​ [ 265 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2003,2011,2000s,Guerra en Irak,"Operación Libertad Iraquí , 20 de marzo de 2003, Estados Unidos lidera una coalición que incluye al Reino Unido , Australia y Polonia para invadir Irak con el objetivo declarado de ""desarmar a Irak en busca de la paz y la estabilidad"". y la seguridad tanto en la región del Golfo como en Estados Unidos"". [ 266 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2003,2003,2000s,Liberia,"Segunda guerra civil liberiana . El 9 de junio de 2003, el presidente Bush informó que el 8 de junio había enviado alrededor de 35 marines estadounidenses a Monrovia, Liberia, para ayudar a proteger la Embajada de los Estados Unidos en Nuakchot , Mauritania , y para ayudar en cualquier evacuación necesaria desde Liberia o Mauritania. [ 267 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2003,2003,2000s,Georgia y Yibuti,"Se habían desplegado ""fuerzas de apoyo y equipadas de combate estadounidenses"" en Georgia y Yibuti para ayudar a mejorar sus ""capacidades antiterroristas"". [ 268 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2004,2004,2000s,Haití,"Ocurre el golpe de Estado en Haití de 2004 . Estados Unidos envió por primera vez 55 militares equipados de combate para aumentar las fuerzas de seguridad de la Embajada de los Estados Unidos allí y proteger a los ciudadanos y propiedades estadounidenses en la luz. Posteriormente, se enviaron 200 militares estadounidenses adicionales equipados de combate para preparar el camino para una Fuerza Multinacional Provisional de la ONU, MINUSTAH . [ 269 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2004,2004,2000s,Guerra contra el terrorismo,"Estados Unidos estaba llevando a cabo actividades antiterroristas en Georgia, Yibuti, Kenia, Etiopía , Yemen y Eritrea . [ 270 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2005,2006,2000s,Pakistán,El presidente Bush despliega tropas de brigadas de caballería aérea del ejército estadounidense para brindar ayuda humanitaria a aldeas remotas en las cadenas montañosas de Cachemira en Pakistán afectadas por un terremoto masivo .,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2005,2008,2000s,"Operación WILLING SPIRIT, Colombia",el rescate de rehenes estadounidenses mantenidos como rehenes por las FARC .,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2006,2006,2000s,Líbano,Parte de la 24.ª Unidad Expedicionaria de los Infantes de Marina [ 272 ] ​ comienza la evacuación de ciudadanos estadounidenses dispuestos a abandonar el país ante una probable invasión terrestre por parte de Israel y los continuos combates entre Hezbolá y el ejército israelí . [ 272 ] ​ [ 273 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2007,2007,2000s,,"Incidente del Dai Hong Dan , el 29 de octubre de 2007, piratas somalíes abordaron y atacaron un barco mercante norcoreano. Al pasar, barcos de la Armada estadounidense y un helicóptero que patrullaban en ese momento respondieron al ataque. Una vez que el barco fue liberado de los piratas, las fuerzas estadounidenses recibieron permiso para abordar y ayudar a la tripulación herida y ocuparse de los piratas supervivientes.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2007,2007,2000s,Somalia,"Batalla de Ras Kamboni , el 8 de enero de 2007, mientras continúa el conflicto entre la Unión de Tribunales Islámicos y el Gobierno Federal de Transición , un helicóptero de combate AC-130 lleva a cabo un ataque aéreo contra un presunto agente de Al Qaeda, junto con otros Combatientes islamistas, en la isla Badmadow, cerca de Ras Kamboni , en el sur de Somalia. [ 274 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2010,2011,2010s,,"Operación Nuevo Amanecer , el 17 de febrero de 2010, el Secretario de Defensa de Estados Unidos, Robert Gates , anunció que a partir del 1 de septiembre de 2010, el nombre ""Operación Libertad Iraquí"" sería reemplazado por ""Operación Nuevo Amanecer"". Esto coincide con la reducción de las tropas estadounidenses a 50.000.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2011,2011,2010s,Intervención militar en Libia de 2011,"Operación Odisea al Amanecer , Estados Unidos y la coalición hacen cumplir la Resolución 1973 del Consejo de Seguridad de la ONU con bombardeos contra las fuerzas libias.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2011,2011,2010s,,"Osama Bin Laden es asesinado por fuerzas militares estadounidenses en Abbottabad , Pakistán, como parte de la Operación Lanza de Neptuno .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2011,2011,2010s,,"Comienzan los ataques con aviones no tripulados contra militantes de Al Shabaab en Somalia. [ 275 ] ​ Se trata del sexto país en el que se han llevado a cabo ataques de este tipo, [ 276 ] ​ incluidos Afganistán, Pakistán, Irak, Yemen [ 277 ] ​ y Libia.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2012,2012,2010s,Jordania,150 tropas estadounidenses desplegadas en Jordania para ayudar a contener la guerra civil siria dentro de las fronteras de Siria . [ 279 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2012,2012,2010s,Turquía,400 soldados y dos baterías de misiles Patriot enviados a Turquía para evitar cualquier ataque con misiles desde Siria. [ 280 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2012,2012,2010s,Chad,"50 tropas estadounidenses se han desplegado en el país africano de Chad para ayudar a evacuar a los ciudadanos estadounidenses y al personal de la embajada de Bangui , la capital de la vecina República Centroafricana , ante los avances rebeldes hacia la ciudad .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2013,2013,2010s,Mali,Las fuerzas estadounidenses ayudaron a los franceses en la Operación Serval con reabastecimiento de combustible y aviones de transporte.,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
